beta,B,Df,phi,gamma,P,Q_ult
30,0.5,0.5,20,17,100,86.078
30,1.0,0.5,20,17,50,53.773
30,1.0,1.0,20,17,50,54.056
30,1.0,0.5,20,17,75,76.791
30,1.0,1.0,20,17,75,80.0325
30,1.0,0.5,20,17,100,94.773
30,1.0,1.0,20,17,100,95.843
30,1.5,0.5,20,17,50,125.217
30,1.5,1.0,20,17,50,152.757
30,1.5,1.5,20,17,50,184.959
30,1.5,0.5,20,17,75,125.546
30,1.5,1.0,20,17,75,152.766
30,1.5,1.5,20,17,75,185.352
30,1.5,0.5,20,17,100,125.834
30,1.5,1.0,20,17,100,151.332
30,1.5,1.5,20,17,100,185.776
30,2.0,0.5,20,17,50,145.992
30,2.0,1.0,20,17,50,202.566
30,2.0,1.5,20,17,50,247.536
30,2.0,2.0,20,17,50,309.913
30,2.0,0.5,20,17,75,146.056
30,2.0,1.0,20,17,75,202.643
30,2.0,1.5,20,17,75,247.542
30,2.0,2.0,20,17,75,309.897
30,2.0,0.5,20,17,100,146.392
30,2.0,1.0,20,17,100,202.719
30,2.0,1.5,20,17,100,247.507
30,2.0,2.0,20,17,100,309.98
30,0.5,0.5,25,17,50,51.022
30,0.5,0.5,25,17,75,71.963
30,0.5,0.5,25,17,100,89.511
30,1.0,0.5,25,17,50,55.263
30,1.0,1.0,25,17,50,63.135
30,1.0,0.5,25,17,75,77.193
30,1.0,1.0,25,17,75,84.045
30,1.0,0.5,25,17,100,98.903
30,1.0,1.0,25,17,100,100.89
30,1.5,0.5,25,17,50,155.895
30,1.5,1.0,25,17,50,249.106
30,1.5,1.5,25,17,50,307.327
30,1.5,0.5,25,17,75,155.986
30,1.5,1.0,25,17,75,249.657
30,1.5,1.5,25,17,75,307.425
30,1.5,0.5,25,17,100,156.441
30,1.5,1.0,25,17,100,249.877
30,1.5,1.5,25,17,100,307.627
30,2.0,0.5,25,17,50,240.455
30,2.0,1.0,25,17,50,330.096
30,2.0,1.5,25,17,50,401.994
30,2.0,2.0,25,17,50,500.277
30,2.0,0.5,25,17,75,240.656
30,2.0,1.0,25,17,75,330.012
30,2.0,1.5,25,17,75,402.352
30,2.0,2.0,25,17,75,500.363
30,2.0,0.5,25,17,100,240.69
30,2.0,1.0,25,17,100,330.022
30,2.0,1.5,25,17,100,402.655
30,2.0,2.0,25,17,100,500.441
30,0.5,0.5,10,19,50,43.039
30,0.5,0.5,10,19,75,64.559
30,0.5,0.5,10,19,100,86.078
30,1.0,0.5,10,19,50,43.039
30,1.0,1.0,10,19,50,43.039
30,1.0,0.5,10,19,75,64.559
30,1.0,1.0,10,19,75,64.559
30,1.0,0.5,10,19,100,86.078
30,1.0,1.0,10,19,100,86.078
30,1.5,0.5,10,19,50,43.039
30,1.5,1.0,10,19,50,43.039
30,1.5,1.5,10,19,50,43.039
30,1.5,0.5,10,19,75,64.559
30,1.5,1.0,10,19,75,64.559
30,1.5,1.5,10,19,75,64.559
30,1.5,0.5,10,19,100,86.078
30,1.5,1.0,10,19,100,86.078
30,1.5,1.5,10,19,100,86.078
30,2.0,0.5,10,19,50,43.039
30,2.0,1.0,10,19,50,43.039
30,2.0,1.5,10,19,50,43.039
30,2.0,2.0,10,19,50,44.966
30,2.0,0.5,10,19,75,64.559
30,2.0,1.0,10,19,75,64.559
30,2.0,1.5,10,19,75,64.559
30,2.0,2.0,10,19,75,64.559
30,2.0,0.5,10,19,100,86.078
30,2.0,1.0,10,19,100,86.078
30,2.0,1.5,10,19,100,86.078
30,2.0,2.0,10,19,100,86.078
30,0.5,0.5,15,19,50,43.039
30,0.5,0.5,15,19,75,64.559
30,0.5,0.5,15,19,100,86.078
30,1.0,0.5,15,19,50,50.066
30,1.0,1.0,15,19,50,51.373
30,1.0,0.5,15,19,75,64.559
30,1.0,1.0,15,19,75,70.525
30,1.0,0.5,15,19,100,86.078
30,1.0,1.0,15,19,100,86.078
30,1.5,0.5,15,19,50,52.817
30,1.5,1.0,15,19,50,82.826
30,1.5,1.5,15,19,50,103.927
30,1.5,0.5,15,19,75,74.453
30,1.5,1.0,15,19,75,74.678
30,1.5,1.5,15,19,75,76.583
30,1.5,0.5,15,19,100,86.078
30,1.5,1.0,15,19,100,89.53
30,1.5,1.5,15,19,100,98.335
30,2.0,0.5,15,19,50,102.555
30,2.0,1.0,15,19,50,116.245
30,2.0,1.5,15,19,50,139.741
30,2.0,2.0,15,19,50,177.081
30,2.0,0.5,15,19,75,96.153
30,2.0,1.0,15,19,75,117.05
30,2.0,1.5,15,19,75,140.391
30,2.0,2.0,15,19,75,177.376
30,2.0,0.5,15,19,100,96.696
30,2.0,1.0,15,19,100,118.261
30,2.0,1.5,15,19,100,140.555
30,2.0,2.0,15,19,100,178.079
30,0.5,0.5,20,19,50,50.852
30,0.5,0.5,20,19,75,67.327
30,0.5,0.5,20,19,100,86.078
30,1.0,0.5,20,19,50,54.964
30,1.0,1.0,20,19,50,56.183
30,1.0,0.5,20,19,75,77.421
30,1.0,1.0,20,19,75,81.2825
30,1.0,0.5,20,19,100,95.279
30,1.0,1.0,20,19,100,96.584
30,1.5,0.5,20,19,50,126.715
30,1.5,1.0,20,19,50,153.071
30,1.5,1.5,20,19,50,199.058
30,1.5,0.5,20,19,75,126.853
30,1.5,1.0,20,19,75,155.53
30,1.5,1.5,20,19,75,199.559
30,1.5,0.5,20,19,100,127.471
30,1.5,1.0,20,19,100,155.73
30,1.5,1.5,20,19,100,201.371
30,2.0,0.5,20,19,50,160.702
30,2.0,1.0,20,19,50,209.898
30,2.0,1.5,20,19,50,248.27
30,2.0,2.0,20,19,50,325.226
30,2.0,0.5,20,19,75,160.754
30,2.0,1.0,20,19,75,209.068
30,2.0,1.5,20,19,75,248.173
30,2.0,2.0,20,19,75,320.064
30,2.0,0.5,20,19,100,160.812
30,2.0,1.0,20,19,100,206.145
30,2.0,1.5,20,19,100,248.116
30,2.0,2.0,20,19,100,325.265
30,0.5,0.5,25,19,50,53.623
30,0.5,0.5,25,19,75,72.601
30,0.5,0.5,25,19,100,90.582
30,1.0,0.5,25,19,50,56.973
30,1.0,1.0,25,19,50,64.215
30,1.0,0.5,25,19,75,77.588
30,1.0,1.0,25,19,75,79.9875
30,1.0,0.5,25,19,100,98.976
30,1.0,1.0,25,19,100,99.86
30,1.5,0.5,25,19,50,173.61
30,1.5,1.0,25,19,50,252.83
30,1.5,1.5,25,19,50,315.886
30,1.5,0.5,25,19,75,173.824
30,1.5,1.0,25,19,75,259.757
30,1.5,1.5,25,19,75,316.345
30,1.5,0.5,25,19,100,173.638
30,1.5,1.0,25,19,100,261.433
30,1.5,1.5,25,19,100,316.611
30,2.0,0.5,25,19,50,262.649
30,2.0,1.0,25,19,50,336.526
30,2.0,1.5,25,19,50,414.503
30,2.0,2.0,25,19,50,518.998
30,2.0,0.5,25,19,75,262.985
30,2.0,1.0,25,19,75,335.157
30,2.0,1.5,25,19,75,413.677
30,2.0,2.0,25,19,75,520.306
30,2.0,0.5,25,19,100,262.732
30,2.0,1.0,25,19,100,335.835
30,2.0,1.5,25,19,100,413.702
30,2.0,2.0,25,19,100,520.971
30,0.5,0.5,10,21,50,43.039
30,0.5,0.5,10,21,75,64.559
30,0.5,0.5,10,21,100,86.078
30,1.0,0.5,10,21,50,43.039
30,1.0,1.0,10,21,50,43.039
30,1.0,0.5,10,21,75,64.559
30,1.0,1.0,10,21,75,64.559
30,1.0,0.5,10,21,100,86.078
30,1.0,1.0,10,21,100,86.078
30,1.5,0.5,10,21,50,43.039
30,1.5,1.0,10,21,50,43.039
30,1.5,1.5,10,21,50,43.039
30,1.5,0.5,10,21,75,64.559
30,1.5,1.0,10,21,75,64.559
30,1.5,1.5,10,21,75,64.559
30,1.5,0.5,10,21,100,86.078
30,1.5,1.0,10,21,100,86.078
30,1.5,1.5,10,21,100,86.078
30,2.0,0.5,10,21,50,43.039
30,2.0,1.0,10,21,50,43.039
30,2.0,1.5,10,21,50,43.039
30,2.0,2.0,10,21,50,43.039
30,2.0,0.5,10,21,75,64.559
30,2.0,1.0,10,21,75,64.559
30,2.0,1.5,10,21,75,64.559
30,2.0,2.0,10,21,75,64.559
30,2.0,0.5,10,21,100,86.078
30,2.0,1.0,10,21,100,86.078
30,2.0,1.5,10,21,100,86.078
30,2.0,2.0,10,21,100,86.078
30,0.5,0.5,15,21,50,43.039
30,0.5,0.5,15,21,75,64.559
30,0.5,0.5,15,21,100,86.078
30,1.0,0.5,15,21,50,46.675
30,1.0,1.0,15,21,50,50.405
30,1.0,0.5,15,21,75,64.559
30,1.0,1.0,15,21,75,64.559
30,1.0,0.5,15,21,100,86.078
30,1.0,1.0,15,21,100,86.078
30,1.5,0.5,15,21,50,52.176
30,1.5,1.0,15,21,50,83.461
30,1.5,1.5,15,21,50,93.727
30,1.5,0.5,15,21,75,64.559
30,1.5,1.0,15,21,75,84.127
30,1.5,1.5,15,21,75,93.991
30,1.5,0.5,15,21,100,86.078
30,1.5,1.0,15,21,100,86.078
30,1.5,1.5,15,21,100,98.43
30,2.0,0.5,15,21,50,102.667
30,2.0,1.0,15,21,50,117.16
30,2.0,1.5,15,21,50,140.59
30,2.0,2.0,15,21,50,168.01
30,2.0,0.5,15,21,75,97.788
30,2.0,1.0,15,21,75,110.317
30,2.0,1.5,15,21,75,140.616
30,2.0,2.0,15,21,75,167.997
30,2.0,0.5,15,21,100,97.078
30,2.0,1.0,15,21,100,110.856
30,2.0,1.5,15,21,100,140.832
30,2.0,2.0,15,21,100,168.424
30,0.5,0.5,20,21,50,51.361
30,0.5,0.5,20,21,75,67.23
30,0.5,0.5,20,21,100,86.078
30,1.0,0.5,20,21,50,56.343
30,1.0,1.0,20,21,50,57.296
30,1.0,0.5,20,21,75,75.428
30,1.0,1.0,20,21,75,78.16
30,1.0,0.5,20,21,100,92.53
30,1.0,1.0,20,21,100,96.946
30,1.5,0.5,20,21,50,108.735
30,1.5,1.0,20,21,50,144.512
30,1.5,1.5,20,21,50,198.76
30,1.5,0.5,20,21,75,108.823
30,1.5,1.0,20,21,75,155.705
30,1.5,1.5,20,21,75,200.779
30,1.5,0.5,20,21,100,108.983
30,1.5,1.0,20,21,100,155.789
30,1.5,1.5,20,21,100,201.883
30,2.0,0.5,20,21,50,154.426
30,2.0,1.0,20,21,50,204.913
30,2.0,1.5,20,21,50,249.018
30,2.0,2.0,20,21,50,324.924
30,2.0,0.5,20,21,75,154.465
30,2.0,1.0,20,21,75,205.084
30,2.0,1.5,20,21,75,249.028
30,2.0,2.0,20,21,75,324.787
30,2.0,0.5,20,21,100,154.814
30,2.0,1.0,20,21,100,205.172
30,2.0,1.5,20,21,100,249.545
30,2.0,2.0,20,21,100,328.77
30,0.5,0.5,25,21,50,55.424
30,0.5,0.5,25,21,75,73.567
30,0.5,0.5,25,21,100,91.61
30,1.0,0.5,25,21,50,58.649
30,1.0,1.0,25,21,50,59.445
30,1.0,0.5,25,21,75,77.689
30,1.0,1.0,25,21,75,80.2275
30,1.0,0.5,25,21,100,99.199
30,1.0,1.0,25,21,100,100.15
30,1.5,0.5,25,21,50,175.167
30,1.5,1.0,25,21,50,254.976
30,1.5,1.5,25,21,50,325.217
30,1.5,0.5,25,21,75,175.245
30,1.5,1.0,25,21,75,255.135
30,1.5,1.5,25,21,75,325.404
30,1.5,0.5,25,21,100,175.503
30,1.5,1.0,25,21,100,255.244
30,1.5,1.5,25,21,100,325.11
30,2.0,0.5,25,21,50,275.051
30,2.0,1.0,25,21,50,341.68
30,2.0,1.5,25,21,50,426.139
30,2.0,2.0,25,21,50,537.116
30,2.0,0.5,25,21,75,275.024
30,2.0,1.0,25,21,75,341.785
30,2.0,1.5,25,21,75,425.827
30,2.0,2.0,25,21,75,538.744
30,2.0,0.5,25,21,100,275.18
30,2.0,1.0,25,21,100,341.851
30,2.0,1.5,25,21,100,425.5
30,2.0,2.0,25,21,100,539.621
40,0.5,0.5,10,17,50,43.039
40,0.5,0.5,10,17,75,64.559
40,0.5,0.5,10,17,100,86.078
40,1.0,0.5,10,17,50,43.039
40,1.0,1.0,10,17,50,43.039
40,1.0,0.5,10,17,75,64.559
40,1.0,1.0,10,17,75,64.559
40,1.0,0.5,10,17,100,86.078
40,1.0,1.0,10,17,100,86.078
40,1.5,0.5,10,17,50,43.039
40,1.5,1.0,10,17,50,43.039
40,1.5,1.5,10,17,50,43.039
40,1.5,0.5,10,17,75,64.559
40,1.5,1.0,10,17,75,64.559
40,1.5,1.5,10,17,75,64.559
40,1.5,0.5,10,17,100,86.078
40,1.5,1.0,10,17,100,86.078
40,1.5,1.5,10,17,100,86.078
40,2.0,0.5,10,17,50,43.039
40,2.0,1.0,10,17,50,43.039
40,2.0,1.5,10,17,50,43.039
40,2.0,2.0,10,17,50,43.039
40,2.0,0.5,10,17,75,64.559
40,2.0,1.0,10,17,75,64.559
40,2.0,1.5,10,17,75,64.559
40,2.0,2.0,10,17,75,64.559
40,2.0,0.5,10,17,100,86.078
40,2.0,1.0,10,17,100,86.078
40,2.0,1.5,10,17,100,86.078
40,2.0,2.0,10,17,100,86.078
40,0.5,0.5,15,17,50,43.039
40,0.5,0.5,15,17,75,64.559
40,0.5,0.5,15,17,100,86.078
40,1.0,0.5,15,17,50,43.039
40,1.0,1.0,15,17,50,43.039
40,1.0,0.5,15,17,75,64.559
40,1.0,1.0,15,17,75,64.559
40,1.0,0.5,15,17,100,86.078
40,1.0,1.0,15,17,100,86.078
40,1.5,0.5,15,17,50,43.039
40,1.5,1.0,15,17,50,43.039
40,1.5,1.5,15,17,50,44.295
40,1.5,0.5,15,17,75,64.559
40,1.5,1.0,15,17,75,64.559
40,1.5,1.5,15,17,75,64.559
40,1.5,0.5,15,17,100,86.078
40,1.5,1.0,15,17,100,86.078
40,1.5,1.5,15,17,100,86.078
40,2.0,0.5,15,17,50,43.039
40,2.0,1.0,15,17,50,44.575
40,2.0,1.5,15,17,50,53.124
40,2.0,2.0,15,17,50,56.832
40,2.0,0.5,15,17,75,64.559
40,2.0,1.0,15,17,75,64.559
40,2.0,1.5,15,17,75,66.5475
40,2.0,2.0,15,17,75,73.077
40,2.0,0.5,15,17,100,86.078
40,2.0,1.0,15,17,100,86.078
40,2.0,1.5,15,17,100,86.078
40,2.0,2.0,15,17,100,88.65
40,0.5,0.5,20,17,50,43.039
40,0.5,0.5,20,17,75,64.559
40,0.5,0.5,20,17,100,86.078
40,1.0,0.5,20,17,50,42.804
40,1.0,1.0,20,17,50,48.439
40,1.0,0.5,20,17,75,64.559
40,1.0,1.0,20,17,75,64.559
40,1.0,0.5,20,17,100,86.078
40,1.0,1.0,20,17,100,86.078
40,1.5,0.5,20,17,50,53.07
40,1.5,1.0,20,17,50,69.435
40,1.5,1.5,20,17,50,105.119
40,1.5,0.5,20,17,75,64.559
40,1.5,1.0,20,17,75,70.24
40,1.5,1.5,20,17,75,107.55
40,1.5,0.5,20,17,100,86.078
40,1.5,1.0,20,17,100,86.078
40,1.5,1.5,20,17,100,93.518
40,2.0,0.5,20,17,50,69.303
40,2.0,1.0,20,17,50,108.578
40,2.0,1.5,20,17,50,151.847
40,2.0,2.0,20,17,50,189.478
40,2.0,0.5,20,17,75,74.555
40,2.0,1.0,20,17,75,110.112
40,2.0,1.5,20,17,75,151.971
40,2.0,2.0,20,17,75,189.889
40,2.0,0.5,20,17,100,86.078
40,2.0,1.0,20,17,100,113.66
40,2.0,1.5,20,17,100,144.415
40,2.0,2.0,20,17,100,190.538
40,0.5,0.5,25,17,50,48.303
40,0.5,0.5,25,17,75,64.559
40,0.5,0.5,25,17,100,86.078
40,1.0,0.5,25,17,50,53.217
40,1.0,1.0,25,17,50,54.891
40,1.0,0.5,25,17,75,70.82
40,1.0,1.0,25,17,75,73.635
40,1.0,0.5,25,17,100,86.078
40,1.0,1.0,25,17,100,87.205
40,1.5,0.5,25,17,50,55.838
40,1.5,1.0,25,17,50,99.451
40,1.5,1.5,25,17,50,172.571
40,1.5,0.5,25,17,75,78.087
40,1.5,1.0,25,17,75,98.963
40,1.5,1.5,25,17,75,172.653
40,1.5,0.5,25,17,100,91.6
40,1.5,1.0,25,17,100,99.48
40,1.5,1.5,25,17,100,173.266
40,2.0,0.5,25,17,50,79.155
40,2.0,1.0,25,17,50,150.379
40,2.0,1.5,25,17,50,252.046
40,2.0,2.0,25,17,50,350.108
40,2.0,0.5,25,17,75,79.226
40,2.0,1.0,25,17,75,153.476
40,2.0,1.5,25,17,75,252.652
40,2.0,2.0,25,17,75,350.343
40,2.0,0.5,25,17,100,99.208
40,2.0,1.0,25,17,100,181.546
40,2.0,1.5,25,17,100,253.683
40,2.0,2.0,25,17,100,348.952
40,0.5,0.5,15,19,50,43.039
40,0.5,0.5,15,19,75,64.559
40,0.5,0.5,15,19,100,86.078
40,1.0,0.5,15,19,50,43.039
40,1.0,1.0,15,19,50,43.039
40,1.0,0.5,15,19,75,64.559
40,1.0,1.0,15,19,75,64.559
40,1.0,0.5,15,19,100,86.078
40,1.0,1.0,15,19,100,86.078
40,1.5,0.5,15,19,50,43.039
40,1.5,1.0,15,19,50,43.039
40,1.5,1.5,15,19,50,43.039
40,1.5,0.5,15,19,75,64.559
40,1.5,1.0,15,19,75,64.559
40,1.5,1.5,15,19,75,64.559
40,1.5,0.5,15,19,100,86.078
40,1.5,1.0,15,19,100,86.078
40,1.5,1.5,15,19,100,86.078
40,2.0,0.5,15,19,50,43.039
40,2.0,1.0,15,19,50,43.039
40,2.0,1.5,15,19,50,43.63
40,2.0,2.0,15,19,50,52.89
40,2.0,0.5,15,19,75,64.559
40,2.0,1.0,15,19,75,64.559
40,2.0,1.5,15,19,75,64.559
40,2.0,2.0,15,19,75,65.7375
40,2.0,0.5,15,19,100,86.078
40,2.0,1.0,15,19,100,86.078
40,2.0,1.5,15,19,100,86.078
40,2.0,2.0,15,19,100,86.078
40,0.5,0.5,20,19,50,43.039
40,0.5,0.5,20,19,75,64.559
40,0.5,0.5,20,19,100,86.078
40,1.0,0.5,20,19,50,43.039
40,1.0,1.0,20,19,50,43.635
40,1.0,0.5,20,19,75,64.559
40,1.0,1.0,20,19,75,64.559
40,1.0,0.5,20,19,100,86.078
40,1.0,1.0,20,19,100,86.078
40,1.5,0.5,20,19,50,48.02
40,1.5,1.0,20,19,50,79.715
40,1.5,1.5,20,19,50,112.776
40,1.5,0.5,20,19,75,64.559
40,1.5,1.0,20,19,75,79.845
40,1.5,1.5,20,19,75,113.262
40,1.5,0.5,20,19,100,86.078
40,1.5,1.0,20,19,100,86.078
40,1.5,1.5,20,19,100,113.882
40,2.0,0.5,20,19,50,68.852
40,2.0,1.0,20,19,50,108.579
40,2.0,1.5,20,19,50,151.587
40,2.0,2.0,20,19,50,190.427
40,2.0,0.5,20,19,75,75.21
40,2.0,1.0,20,19,75,111.012
40,2.0,1.5,20,19,75,152.887
40,2.0,2.0,20,19,75,190.641
40,2.0,0.5,20,19,100,86.078
40,2.0,1.0,20,19,100,114.637
40,2.0,1.5,20,19,100,152.004
40,2.0,2.0,20,19,100,191.03
40,0.5,0.5,25,19,50,48.858
40,0.5,0.5,25,19,75,64.559
40,0.5,0.5,25,19,100,86.078
40,1.0,0.5,25,19,50,54.878
40,1.0,1.0,25,19,50,55.003
40,1.0,0.5,25,19,75,71.58
40,1.0,1.0,25,19,75,75.215
40,1.0,0.5,25,19,100,86.078
40,1.0,1.0,25,19,100,86.078
40,1.5,0.5,25,19,50,58.175
40,1.5,1.0,25,19,50,97.884
40,1.5,1.5,25,19,50,173.831
40,1.5,0.5,25,19,75,78.149
40,1.5,1.0,25,19,75,98.611
40,1.5,1.5,25,19,75,174.333
40,1.5,0.5,25,19,100,94.66
40,1.5,1.0,25,19,100,99.624
40,1.5,1.5,25,19,100,174.599
40,2.0,0.5,25,19,50,118.181
40,2.0,1.0,25,19,50,163.864
40,2.0,1.5,25,19,50,261.794
40,2.0,2.0,25,19,50,361.013
40,2.0,0.5,25,19,75,118.416
40,2.0,1.0,25,19,75,164.287
40,2.0,1.5,25,19,75,261.745
40,2.0,2.0,25,19,75,361.129
40,2.0,0.5,25,19,100,118.805
40,2.0,1.0,25,19,100,164.817
40,2.0,1.5,25,19,100,263.232
40,2.0,2.0,25,19,100,361.16
40,0.5,0.5,15,21,50,43.039
40,0.5,0.5,15,21,75,64.559
40,0.5,0.5,15,21,100,86.078
40,1.0,0.5,15,21,50,43.039
40,1.0,1.0,15,21,50,43.039
40,1.0,0.5,15,21,75,64.559
40,1.0,1.0,15,21,75,64.559
40,1.0,0.5,15,21,100,86.078
40,1.0,1.0,15,21,100,86.078
40,1.5,0.5,15,21,50,43.039
40,1.5,1.0,15,21,50,43.039
40,1.5,1.5,15,21,50,43.039
40,1.5,0.5,15,21,75,64.559
40,1.5,1.0,15,21,75,64.559
40,1.5,1.5,15,21,75,64.559
40,1.5,0.5,15,21,100,86.078
40,1.5,1.0,15,21,100,86.078
40,1.5,1.5,15,21,100,86.078
40,2.0,0.5,15,21,50,43.039
40,2.0,1.0,15,21,50,43.039
40,2.0,1.5,15,21,50,43.039
40,2.0,2.0,15,21,50,54.175
40,2.0,0.5,15,21,75,64.559
40,2.0,1.0,15,21,75,64.559
40,2.0,1.5,15,21,75,64.559
40,2.0,2.0,15,21,75,64.559
40,2.0,0.5,15,21,100,86.078
40,2.0,1.0,15,21,100,86.078
40,2.0,1.5,15,21,100,86.078
40,2.0,2.0,15,21,100,86.078
40,0.5,0.5,20,21,50,46.679
40,0.5,0.5,20,21,75,64.559
40,0.5,0.5,20,21,100,86.078
40,1.0,0.5,20,21,50,46.679
40,1.0,1.0,20,21,50,46.679
40,1.0,0.5,20,21,75,64.559
40,1.0,1.0,20,21,75,64.559
40,1.0,0.5,20,21,100,86.078
40,1.0,1.0,20,21,100,86.078
40,1.5,0.5,20,21,50,46.679
40,1.5,1.0,20,21,50,77.05
40,1.5,1.5,20,21,50,118.371
40,1.5,0.5,20,21,75,64.559
40,1.5,1.0,20,21,75,64.559
40,1.5,1.5,20,21,75,118.736
40,1.5,0.5,20,21,100,86.078
40,1.5,1.0,20,21,100,86.078
40,1.5,1.5,20,21,100,118.939
40,2.0,0.5,20,21,50,69.337
40,2.0,1.0,20,21,50,109.603
40,2.0,1.5,20,21,50,148.31
40,2.0,2.0,20,21,50,189.98
40,2.0,0.5,20,21,75,69.673
40,2.0,1.0,20,21,75,109.949
40,2.0,1.5,20,21,75,148.405
40,2.0,2.0,20,21,75,189.74
40,2.0,0.5,20,21,100,86.078
40,2.0,1.0,20,21,100,110.012
40,2.0,1.5,20,21,100,148.613
40,2.0,2.0,20,21,100,189.944
40,0.5,0.5,25,21,50,43.413
40,0.5,0.5,25,21,75,64.559
40,0.5,0.5,25,21,100,86.078
40,1.0,0.5,25,21,50,55.752
40,1.0,1.0,25,21,50,56.621
40,1.0,0.5,25,21,75,67.095
40,1.0,1.0,25,21,75,72.1875
40,1.0,0.5,25,21,100,86.078
40,1.0,1.0,25,21,100,86.078
40,1.5,0.5,25,21,50,59.791
40,1.5,1.0,25,21,50,99.302
40,1.5,1.5,25,21,50,168.032
40,1.5,0.5,25,21,75,77.81
40,1.5,1.0,25,21,75,98.955
40,1.5,1.5,25,21,75,168.415
40,1.5,0.5,25,21,100,86.09
40,1.5,1.0,25,21,100,99.04
40,1.5,1.5,25,21,100,168.498
40,2.0,0.5,25,21,50,119.384
40,2.0,1.0,25,21,50,161.842
40,2.0,1.5,25,21,50,267.806
40,2.0,2.0,25,21,50,364.711
40,2.0,0.5,25,21,75,119.739
40,2.0,1.0,25,21,75,162.145
40,2.0,1.5,25,21,75,265.692
40,2.0,2.0,25,21,75,368.713
40,2.0,0.5,25,21,100,119.837
40,2.0,1.0,25,21,100,162.212
40,2.0,1.5,25,21,100,258.953
40,2.0,2.0,25,21,100,368.887
